slug,format,model,depth,n,acc_cot,se_cot,acc_nocot,se_nocot,gap,p_mcnemar,n_paired,tok_out_cot_mean,tok_out_nocot_mean,tok_per_step,truncated_rate_cot,hidden_reasoning_rate,sources,superseded_sources,n_cot,n_nocot,b_cot_only,c_nocot_only,leak_rate_nocot,no_answer_rate_cot,n_unscored,cot_lines_per_step,cot_len_ratio_vs_gold
turing_machine,published,llama70b,8,50,0.5600,0.0702,0.0000,0.0000,0.5600,7.451e-09,50,435.7400,10.3000,54.4675,0.0000,0.0000,batch1-70b,,50,50,28,0,0.0000,0.0000,0,4.3600,0.9730
turing_machine,published,llama70b,12,50,0.3800,0.0686,0.0000,0.0000,0.3800,3.815e-06,50,683.4200,8.6200,56.9517,0.0000,0.0000,batch1-70b,,50,50,19,0,0.0000,0.0000,0,4.1950,0.9732
turing_machine,published,llama70b,20,50,0.3200,0.0660,0.0000,0.0000,0.3200,3.052e-05,50,1228.9600,9.0000,61.4480,0.0000,0.0000,batch1-70b,,50,50,16,0,0.0000,0.0000,0,4.1700,0.9934
turing_machine,published,llama70b,30,50,0.2000,0.0566,0.0000,0.0000,0.2000,0.0020,50,2135.3800,8.7800,71.1793,0.0000,0.0000,batch1-70b,,50,50,10,0,0.0000,0.0000,0,4.0393,0.9879
turing_machine,published,ds,2,50,0.9800,0.0198,0.0600,0.0336,0.9200,2.842e-14,50,133.6200,13.1000,66.8100,0.0000,0.0000,batch1-ds,,50,50,46,0,0.0000,0.0000,0,6.0000,0.9997
turing_machine,published,ds,4,50,0.9800,0.0198,0.0000,0.0000,0.9800,3.553e-15,50,233.6200,13.4600,58.4050,0.0000,0.0000,batch1-ds,,50,50,49,0,0.0000,0.0000,0,5.0000,1.0008
turing_machine,published,ds,8,50,1.0000,0.0000,0.0000,0.0000,1.0000,1.776e-15,50,448.0800,11.8400,56.0100,0.0000,0.0000,batch1-ds,,50,50,50,0,0.0000,0.0000,0,4.5000,1.0000
turing_machine,published,ds,12,50,0.9000,0.0424,0.0200,0.0198,0.8800,1.137e-13,50,701.1800,11.4800,58.4317,0.0000,0.0000,batch1-ds,,50,50,44,0,0.0000,0.0000,0,4.3333,1.0000
turing_machine,published,ds,20,50,0.9000,0.0424,0.0000,0.0000,0.9000,5.684e-14,50,1240.3000,20.2600,62.0150,0.0000,0.0000,batch1-ds,,50,50,45,0,0.0000,0.0000,0,4.2000,1.0018
turing_machine,published,ds,30,50,0.9400,0.0336,0.0000,0.0000,0.9400,1.421e-14,50,2154.4000,13.2200,71.8133,0.0000,0.0000,batch1-ds,,50,50,47,0,0.0000,0.0000,0,4.1333,1.0003
