slug,format,model,depth,n,acc_cot,se_cot,acc_nocot,se_nocot,gap,p_mcnemar,n_paired,tok_out_cot_mean,tok_out_nocot_mean,tok_per_step,truncated_rate_cot,hidden_reasoning_rate,sources,superseded_sources,n_cot,n_nocot,b_cot_only,c_nocot_only,leak_rate_nocot,no_answer_rate_cot,n_unscored,cot_lines_per_step,cot_len_ratio_vs_gold
addition,published,qwen9b,2,50,0.1400,0.0491,0.9200,0.0384,-0.7800,3.820e-11,50,62.5800,6.5000,31.2900,0.0000,0.0000,batch1,,50,50,1,40,0.0000,0.0000,0,4.0300,1.0044
addition,published,qwen9b,4,50,0.0000,0.0000,0.8400,0.0518,-0.8400,4.547e-13,50,124.1800,8.7000,31.0450,0.0000,0.0000,batch1,,50,50,0,42,0.0000,0.0000,0,2.4750,0.9818
addition,published,qwen9b,6,50,0.0000,0.0000,0.0200,0.0198,-0.0200,1.0000,50,204.4000,9.5400,34.0667,0.0000,0.0000,batch1,,50,50,0,1,0.0000,0.0000,0,1.9600,0.9563
addition,published,qwen9b,8,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,325.8400,11.7400,40.7300,0.0000,0.0000,batch1,,50,50,0,0,0.0000,0.0000,0,1.7575,0.9986
addition,published,qwen9b,12,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,788.2600,17.7000,65.6883,0.1600,0.0000,batch1,,50,50,0,0,0.0000,0.1600,0,1.7033,1.2586
addition,published,qwen9b,16,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1313.3800,21.6800,82.0863,0.3800,0.0000,batch1,,50,50,0,0,0.0000,0.3800,0,2.3500,1.3189
addition,published,qwen9b,24,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1864.3800,24.8000,77.6825,0.7600,0.0000,batch1,,50,50,0,0,0.0000,0.7600,0,1.5783,0.9094
addition,published,llama70b,2,50,0.6200,0.0686,0.1200,0.0460,0.5000,4.172e-07,50,129.6200,5.3200,64.8100,0.0000,0.0000,batch1-70b,,50,50,26,1,0.0000,0.0000,0,5.6000,4.7583
addition,published,llama70b,4,50,0.3000,0.0648,0.1000,0.0424,0.2000,0.0309,50,144.2200,7.0800,36.0550,0.0000,0.0000,batch1-70b,,50,50,14,4,0.0000,0.0000,0,3.1600,1.7390
addition,published,llama70b,6,50,0.3200,0.0660,0.0000,0.0000,0.3200,3.052e-05,50,272.8800,8.1800,45.4800,0.0000,0.0000,batch1-70b,,50,50,16,0,0.0000,0.0000,0,4.0767,2.5194
addition,published,llama70b,8,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,331.1200,8.9800,41.3900,0.0000,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0000,0,3.0750,1.7779
addition,published,llama70b,12,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,355.0000,11.8000,29.5833,0.0000,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0000,0,1.6000,1.0270
addition,published,llama70b,16,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,430.4800,13.5600,26.9050,0.0200,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0200,0,1.4175,0.7354
addition,published,llama70b,24,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,556.0600,17.5000,23.1692,0.0200,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0200,0,1.3133,0.4663
addition,published,ds,2,50,1.0000,0.0000,0.0800,0.0384,0.9200,2.842e-14,50,60.8800,5.1400,30.4400,0.0000,0.0000,batch1-ds,,50,50,46,0,0.0000,0.0000,0,4.0000,0.9995
addition,published,ds,4,50,0.6000,0.0693,0.1400,0.0491,0.4600,1.550e-06,50,123.3200,6.1600,30.8300,0.0000,0.0000,batch1-ds,,50,50,24,1,0.0000,0.0000,0,2.4800,0.9933
addition,published,ds,6,50,0.0600,0.0336,0.0200,0.0198,0.0400,0.5000,50,211.3200,7.2800,35.2200,0.0000,0.0000,batch1-ds,,50,50,2,0,0.0000,0.0000,0,2.0000,1.0008
addition,published,ds,8,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,321.0000,8.7800,40.1250,0.0000,0.0000,batch1-ds,,50,50,0,0,0.0000,0.0000,0,1.7500,1.0001
addition,published,ds,12,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,613.6600,11.0600,51.1383,0.0000,0.0000,batch1-ds,,50,50,0,0,0.0000,0.0000,0,1.5000,0.9981
addition,published,ds,16,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1003.7600,12.4800,62.7350,0.0000,0.0000,batch1-ds,,50,50,0,0,0.0000,0.0000,0,1.3750,0.9999
addition,published,ds,24,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,2093.2200,14.5000,87.2175,0.2000,0.0000,batch1-ds,,50,50,0,0,0.0000,0.2000,0,2.0975,1.1794
addition,ergonomic,qwen9b,2,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,64.8200,6.4600,32.4100,0.0000,0.0000,batch1-erg-9b,,50,50,0,0,0.0000,0.0000,0,2.5000,1.0000
addition,ergonomic,qwen9b,4,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,116.6000,8.6800,29.1500,0.0000,0.0000,batch1-erg-9b,,50,50,0,0,0.0000,0.0000,0,1.7500,1.0000
addition,ergonomic,qwen9b,6,50,0.9400,0.0336,1.0000,0.0000,-0.0600,0.2500,50,169.4800,10.7000,28.2467,0.0000,0.0000,batch1-erg-9b,,50,50,0,3,0.0000,0.0000,0,1.5000,1.0465
addition,ergonomic,qwen9b,8,50,0.7200,0.0635,0.9800,0.0198,-0.2600,2.441e-04,50,223.1600,12.5400,27.8950,0.0000,0.0000,batch1-erg-9b,,50,50,0,13,0.0000,0.0000,0,1.3900,1.0611
addition,ergonomic,qwen9b,12,50,0.1200,0.0460,0.9400,0.0336,-0.8200,9.095e-13,50,498.5000,16.6400,41.5417,0.0200,0.0000,batch1-erg-9b,,50,50,0,41,0.0000,0.0200,0,1.2883,1.3902
addition,ergonomic,qwen9b,16,50,0.0000,0.0000,0.9200,0.0384,-0.9200,2.842e-14,50,886.6000,20.4800,55.4125,0.0600,0.0000,batch1-erg-9b,,50,50,0,46,0.0000,0.0600,0,2.4213,2.3575
addition,ergonomic,qwen9b,24,50,0.0200,0.0198,0.5600,0.0702,-0.5400,1.118e-07,50,4696.2800,28.0000,195.6783,0.5400,0.0000,batch1-erg-9b,,50,50,1,28,0.0000,0.5000,0,7.6817,8.4952
addition,ergonomic,ds,2,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,62.0000,5.0000,31.0000,0.0000,0.0000,batch1-erg-ds,,50,50,0,0,0.0000,0.0000,0,2.5000,1.0000
addition,ergonomic,ds,4,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,111.0000,6.0000,27.7500,0.0000,0.0000,batch1-erg-ds,,50,50,0,0,0.0000,0.0000,0,1.7500,1.0000
addition,ergonomic,ds,6,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,161.4000,6.7000,26.9000,0.0000,0.0000,batch1-erg-ds,,50,50,0,0,0.0000,0.0000,0,1.5000,1.0466
addition,ergonomic,ds,8,50,0.8400,0.0518,1.0000,0.0000,-0.1600,0.0078,50,210.0000,7.0000,26.2500,0.0000,0.0000,batch1-erg-ds,,50,50,0,8,0.0000,0.0000,0,1.3750,1.0454
addition,ergonomic,ds,12,50,0.4600,0.0705,1.0000,0.0000,-0.5400,1.490e-08,50,316.2000,8.6400,26.3500,0.0000,0.0000,batch1-erg-ds,,50,50,0,27,0.0000,0.0000,0,1.2600,1.0702
addition,ergonomic,ds,16,50,0.2800,0.0635,1.0000,0.0000,-0.7200,2.910e-11,50,400.3600,10.0000,25.0225,0.0000,0.0000,batch1-erg-ds,,50,50,0,36,0.0000,0.0000,0,1.1500,1.0266
addition,ergonomic,ds,24,50,0.0000,0.0000,1.0000,0.0000,-1.0000,1.776e-15,50,1983.3400,12.5800,82.6392,0.1800,0.0000,batch1-erg-ds,,50,50,0,50,0.0000,0.1800,0,3.0842,3.5153
blocksworld,published,qwen9b,2,50,0.9200,0.0384,0.6400,0.0679,0.2800,0.0026,50,411.9400,48.5600,205.9700,0.0000,0.0000,batch1,,50,50,17,3,0.0000,0.0000,0,5.5000,1.0089
blocksworld,published,qwen9b,3,150,0.6467,0.0390,0.0733,0.0213,0.5733,6.617e-24,150,560.9600,49.2533,186.9867,0.0000,0.0000,batch1b-9b,,150,150,88,2,0.0000,0.0000,0,5.0000,1.0219
blocksworld,published,qwen9b,4,150,0.7533,0.0352,0.5667,0.0405,0.1867,0.0011,150,716.7600,49.0933,179.1900,0.0000,0.0000,batch1b-9b,batch1,150,150,49,21,0.0000,0.0000,0,4.7500,1.0094
blocksworld,published,qwen9b,6,50,0.7200,0.0635,0.4600,0.0705,0.2600,0.0146,50,1238.2400,49.0800,206.3733,0.0000,0.0000,batch1,,50,50,19,6,0.0000,0.0000,0,5.9633,1.2052
blocksworld,published,qwen9b,8,150,0.5867,0.0402,0.3333,0.0385,0.2533,5.854e-06,150,1346.3000,50.5067,168.2875,0.0000,0.0000,batch1b-9b,,150,150,54,16,0.0000,0.0000,0,4.4467,1.0266
blocksworld,published,qwen9b,10,50,0.6800,0.0660,0.2400,0.0604,0.4400,5.948e-05,50,1658.0400,51.6800,165.8040,0.0000,0.0000,batch1,,50,50,26,4,0.0000,0.0000,0,4.3180,1.0276
blocksworld,published,qwen9b,12,150,0.5800,0.0403,0.2333,0.0345,0.3467,8.542e-09,150,2038.3733,51.8400,169.8644,0.0000,0.0000,batch1b-9b,,150,150,68,16,0.0000,0.0000,0,4.4956,1.0613
blocksworld,published,qwen9b,14,150,0.5333,0.0407,0.1933,0.0322,0.3400,1.389e-08,150,2282.2867,52.5000,163.0205,0.0000,0.0000,batch1b-9b,,150,150,67,16,0.0000,0.0000,0,4.2352,1.0282
blocksworld,published,qwen9b,16,50,0.4600,0.0705,0.1600,0.0518,0.3000,0.0026,50,2615.2000,52.9400,163.4500,0.0000,0.0000,batch1,,50,50,19,4,0.0000,0.0000,0,4.1625,1.0342
blocksworld,published,qwen9b,24,50,0.4200,0.0698,0.2000,0.0566,0.2200,0.0347,50,4260.3400,50.8600,177.5142,0.0200,0.0000,batch1,,50,50,17,6,0.0000,0.0000,0,4.7017,1.1254
blocksworld,published,llama70b,2,50,0.9600,0.0277,0.9600,0.0277,0.0000,1.0000,50,409.6000,47.2200,204.8000,0.0000,0.0000,batch1-70b,,50,50,2,2,0.0000,0.0000,0,5.5300,1.0127
blocksworld,published,llama70b,4,50,0.9800,0.0198,0.9200,0.0384,0.0600,0.3750,50,702.5600,48.0800,175.6400,0.0000,0.0000,batch1-70b,,50,50,4,1,0.0000,0.0000,0,4.7700,1.0014
blocksworld,published,llama70b,6,50,0.9800,0.0198,0.8800,0.0460,0.1000,0.1250,50,993.5000,49.3000,165.5833,0.0000,0.0000,batch1-70b,,50,50,6,1,0.0000,0.0000,0,4.5000,0.9948
blocksworld,published,llama70b,10,50,0.9800,0.0198,0.8400,0.0518,0.1400,0.0156,50,1593.9200,52.7200,159.3920,0.0000,0.0000,batch1-70b,,50,50,7,0,0.0000,0.0000,0,4.3000,0.9985
blocksworld,published,llama70b,16,50,0.9800,0.0198,0.7400,0.0620,0.2400,0.0018,50,2473.2000,51.2400,154.5750,0.0000,0.0000,batch1-70b,,50,50,13,1,0.0000,0.0000,0,4.1850,0.9944
blocksworld,published,llama70b,24,50,0.9600,0.0277,0.5800,0.0698,0.3800,3.815e-06,50,3648.9400,46.4200,152.0392,0.0000,0.0000,batch1-70b,,50,50,19,0,0.0000,0.0000,0,4.1192,0.9948
blocksworld,published,ds,2,50,0.7800,0.0586,0.9000,0.0424,-0.1200,0.1460,50,401.2800,50.7400,200.6400,0.0000,0.0000,batch1-ds,,50,50,3,9,0.0000,0.0000,0,5.5000,0.9895
blocksworld,published,ds,4,50,0.7800,0.0586,0.8800,0.0460,-0.1000,0.3018,50,694.1000,50.7000,173.5250,0.0000,0.0000,batch1-ds,,50,50,5,10,0.0000,0.0000,0,4.7500,0.9879
blocksworld,published,ds,6,50,0.6400,0.0679,0.9000,0.0424,-0.2600,0.0072,50,974.0000,50.6800,162.3333,0.0000,0.0000,batch1-ds,,50,50,4,17,0.0000,0.0000,0,4.5000,0.9758
blocksworld,published,ds,10,50,0.7200,0.0635,0.8200,0.0543,-0.1000,0.3018,50,1471.1000,50.9400,147.1100,0.0000,0.0000,batch1-ds,,50,50,5,10,0.0000,0.0000,0,5.3240,0.9047
blocksworld,published,ds,16,50,0.8800,0.0460,0.7600,0.0604,0.1200,0.2101,50,1766.9400,48.5000,110.4338,0.0000,0.0000,batch1-ds,,50,50,11,5,0.0000,0.0200,0,5.6537,0.6499
blocksworld,published,ds,24,50,0.9000,0.0424,0.6400,0.0679,0.2600,0.0023,50,2195.4200,49.6800,91.4758,0.0000,0.0000,batch1-ds,,50,50,15,2,0.0000,0.0000,0,4.8483,0.5264
boolean_expressions,published,qwen9b,2,50,1.0000,0.0000,0.9400,0.0336,0.0600,0.2500,50,154.8600,4.0000,77.4300,0.0000,0.0000,batch1,,50,50,3,0,0.0000,0.0000,0,3.5000,1.0601
boolean_expressions,published,qwen9b,3,50,0.9800,0.0198,0.7800,0.0586,0.2000,0.0063,50,187.2000,4.0000,62.4000,0.0000,0.0000,batch1,,50,50,11,1,0.0000,0.0000,0,2.8267,1.0713
boolean_expressions,published,qwen9b,4,150,0.9533,0.0172,0.6733,0.0383,0.2800,1.285e-09,150,230.6067,4.0000,57.6517,0.0000,0.0000,batch1b-9b,batch1,150,150,47,5,0.0000,0.0000,0,2.5083,1.0881
boolean_expressions,published,qwen9b,6,50,0.9000,0.0424,0.6800,0.0660,0.2200,0.0127,50,323.6600,4.0000,53.9433,0.0200,0.0000,batch1,,50,50,14,3,0.0000,0.0200,0,2.4967,1.2050
boolean_expressions,published,qwen9b,8,50,0.7800,0.0586,0.5000,0.0707,0.2800,0.0094,50,335.5800,4.0000,41.9475,0.0000,0.0000,batch1,,50,50,20,6,0.0000,0.0000,0,1.8400,1.0249
boolean_expressions,published,qwen9b,10,150,0.6867,0.0379,0.5000,0.0408,0.1867,0.0011,150,469.2867,4.0000,46.9287,0.0133,0.0000,batch1b-9b,,150,150,49,21,0.0000,0.0133,0,2.1060,1.1486
boolean_expressions,published,qwen9b,12,50,0.7000,0.0648,0.3400,0.0670,0.3600,5.335e-04,50,517.9800,4.0000,43.1650,0.0200,0.0000,batch1,,50,50,22,4,0.0000,0.0200,0,1.7900,1.0744
boolean_expressions,published,qwen9b,14,150,0.6600,0.0387,0.6133,0.0398,0.0467,0.4638,150,620.9867,4.0000,44.3562,0.0333,0.0000,batch1b-9b,,150,150,37,30,0.0000,0.0333,0,2.1152,1.1495
boolean_expressions,published,qwen9b,16,50,0.5600,0.0702,0.5400,0.0705,0.0200,1.0000,50,901.2000,4.0000,56.3250,0.1200,0.0000,batch1,,50,50,13,12,0.0000,0.1200,0,2.8175,1.4473
boolean_expressions,published,qwen9b,20,150,0.4800,0.0408,0.4933,0.0408,-0.0133,0.9076,150,1274.8467,4.0000,63.7423,0.2400,0.0000,batch1b-9b,,150,150,36,38,0.0000,0.2400,0,3.3257,1.6259
boolean_expressions,published,llama70b,2,50,1.0000,0.0000,0.9600,0.0277,0.0400,0.5000,50,129.4800,4.0000,64.7400,0.0000,0.0000,batch1-70b,,50,50,2,0,0.0000,0.0000,0,3.5900,0.9378
boolean_expressions,published,llama70b,3,50,0.9000,0.0424,0.8600,0.0491,0.0400,0.7266,50,164.8800,4.0000,54.9600,0.0000,0.0000,batch1-70b,,50,50,5,3,0.0000,0.0000,0,2.5667,0.9814
boolean_expressions,published,llama70b,4,50,0.8800,0.0460,0.6200,0.0686,0.2600,0.0023,50,198.5400,4.0000,49.6350,0.0000,0.0000,batch1-70b,,50,50,15,2,0.0000,0.0000,0,2.0450,0.9794
boolean_expressions,published,llama70b,6,50,0.6200,0.0686,0.7000,0.0648,-0.0800,0.4807,50,242.8200,4.0000,40.4700,0.0000,0.0000,batch1-70b,,50,50,7,11,0.0000,0.0000,0,1.7000,0.9370
boolean_expressions,published,llama70b,8,50,0.6200,0.0686,0.6000,0.0693,0.0200,1.0000,50,297.5200,4.0000,37.1900,0.0000,0.0000,batch1-70b,,50,50,10,9,0.0000,0.0000,0,1.4675,0.9341
boolean_expressions,published,llama70b,12,50,0.5000,0.0707,0.4200,0.0698,0.0800,0.5413,50,423.1000,4.0000,35.2583,0.0000,0.0000,batch1-70b,,50,50,14,10,0.0000,0.0000,0,1.2833,0.9456
boolean_expressions,published,llama70b,16,50,0.5000,0.0707,0.4400,0.0702,0.0600,0.6636,50,559.0800,4.0000,34.9425,0.0000,0.0000,batch1-70b,,50,50,12,9,0.0000,0.0000,0,1.5813,0.9880
boolean_expressions,published,ds,2,50,1.0000,0.0000,0.9800,0.0198,0.0200,1.0000,50,145.3000,4.0000,72.6500,0.0000,0.0000,batch1-ds,,50,50,1,0,0.0000,0.0000,0,3.2600,1.0281
boolean_expressions,published,ds,3,50,1.0000,0.0000,0.8800,0.0460,0.1200,0.0312,50,161.1000,4.0000,53.7000,0.0000,0.0000,batch1-ds,,50,50,6,0,0.0000,0.0000,0,2.2933,0.9613
boolean_expressions,published,ds,4,50,1.0000,0.0000,0.7600,0.0604,0.2400,4.883e-04,50,193.5600,4.0000,48.3900,0.0000,0.0000,batch1-ds,,50,50,12,0,0.0000,0.0000,0,1.9650,0.9665
boolean_expressions,published,ds,6,50,0.9400,0.0336,0.5800,0.0698,0.3600,2.772e-04,50,288.9800,4.0000,48.1633,0.0200,0.0000,batch1-ds,,50,50,21,3,0.0000,0.0200,0,1.8333,1.1325
boolean_expressions,published,ds,8,50,0.9600,0.0277,0.5600,0.0702,0.4000,1.907e-06,50,348.0000,4.0000,43.5000,0.0000,0.0000,batch1-ds,,50,50,20,0,0.0000,0.0000,0,2.2400,1.0427
boolean_expressions,published,ds,12,50,0.8400,0.0518,0.4600,0.0705,0.3800,8.779e-04,50,625.9000,4.0000,52.1583,0.0000,0.0000,batch1-ds,,50,50,25,6,0.0000,0.0600,0,2.9667,1.2470
boolean_expressions,published,ds,16,50,0.6800,0.0660,0.6000,0.0693,0.0800,0.5413,50,874.6800,4.0000,54.6675,0.0800,0.0000,batch1-ds,,50,50,14,10,0.0000,0.1600,0,3.3662,1.3649
cellular_automaton,ours,qwen9b,2,50,0.1600,0.0518,0.0000,0.0000,0.1600,0.0078,50,182.2800,12.0000,91.1400,0.0200,0.0000,batch1,,50,50,8,0,0.0000,0.0200,0,3.7800,5.5652
cellular_automaton,ours,qwen9b,4,50,0.0000,0.0000,0.0200,0.0198,-0.0200,1.0000,50,106.2400,12.0000,26.5600,0.0400,0.0000,batch1,,50,50,0,1,0.0000,0.0400,0,1.6350,1.6785
cellular_automaton,ours,qwen9b,8,50,0.0000,0.0000,0.0200,0.0198,-0.0200,1.0000,50,124.0000,12.0000,15.5000,0.0000,0.0000,batch1,,50,50,0,1,0.0000,0.0000,0,1.1250,1.0000
cellular_automaton,ours,qwen9b,12,50,0.0000,0.0000,0.0400,0.0277,-0.0400,0.5000,50,250.2800,12.0000,20.8567,0.0800,0.0000,batch1,,50,50,0,2,0.0000,0.0800,0,1.3800,1.4155
cellular_automaton,ours,qwen9b,16,50,0.0000,0.0000,0.2000,0.0566,-0.2000,0.0020,50,602.2600,12.0000,37.6412,0.4600,0.0000,batch1,,50,50,0,10,0.0000,0.4600,0,2.2000,2.6620
cellular_automaton,ours,qwen9b,24,50,0.0000,0.0000,0.1400,0.0491,-0.1400,0.0156,50,991.9000,12.0000,41.3292,0.9400,0.0000,batch1,,50,50,0,7,0.0000,0.9200,0,2.3142,3.0911
cellular_automaton,ours,llama70b,2,50,0.0400,0.0277,0.0000,0.0000,0.0400,0.5000,50,581.4800,7.0000,290.7400,0.0000,0.0000,batch1-70b,,50,50,2,0,0.0000,0.0000,0,10.5100,25.0177
cellular_automaton,ours,llama70b,4,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,974.5400,7.0000,243.6350,0.7400,0.0000,batch1-70b,,50,50,0,0,0.0000,0.7400,0,9.3900,24.2307
cellular_automaton,ours,llama70b,8,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,765.6000,7.0000,95.7000,0.5600,0.0000,batch1-70b,,50,50,0,0,0.0000,0.5600,0,3.7450,10.7139
cellular_automaton,ours,llama70b,12,50,0.0200,0.0198,0.0000,0.0000,0.0200,1.0000,50,551.4800,7.0000,45.9567,0.2000,0.0000,batch1-70b,,50,50,1,0,0.0000,0.2000,0,2.3517,5.1973
cellular_automaton,ours,llama70b,16,50,0.0400,0.0277,0.1200,0.0460,-0.0800,0.2891,50,509.3200,7.0000,31.8325,0.0800,0.0000,batch1-70b,,50,50,2,6,0.0000,0.0800,0,1.9863,3.4965
cellular_automaton,ours,llama70b,24,50,0.0000,0.0000,0.1200,0.0460,-0.1200,0.0312,50,668.2800,7.0000,27.8450,0.3000,0.0000,batch1-70b,,50,50,0,6,0.0000,0.3000,0,2.1233,2.7203
cellular_automaton,ours,ds,2,50,0.5400,0.0705,0.0000,0.0000,0.5400,1.490e-08,50,320.4400,7.0000,160.2200,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,27,0,0.0000,0.0400,0,9.0900,9.9200
cellular_automaton,ours,ds,4,50,0.4600,0.0705,0.0000,0.0000,0.4600,2.384e-07,50,622.2800,7.0000,155.5700,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,23,0,0.0000,0.0000,0,9.5300,9.5943
cellular_automaton,ours,ds,8,50,0.1600,0.0518,0.0000,0.0000,0.1600,0.0078,50,1283.0400,7.0000,160.3800,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,8,0,0.0000,0.0000,0,9.8500,10.6284
cellular_automaton,ours,ds,12,50,0.2400,0.0604,0.0000,0.0000,0.2400,4.883e-04,50,1971.5800,7.0000,164.2983,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,12,0,0.0000,0.0200,0,9.8950,11.0194
cellular_automaton,ours,ds,16,50,0.1400,0.0491,0.0000,0.0000,0.1400,0.0156,50,2920.1600,7.0000,182.5100,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,7,0,0.0000,0.0200,0,10.1950,12.3244
cellular_automaton,ours,ds,24,50,0.1000,0.0424,0.0000,0.0000,0.1000,0.0625,50,3189.9200,7.0000,132.9133,0.0000,0.0000,batch1-ds-cap,batch1-ds,50,50,5,0,0.0000,0.0600,0,8.0008,9.1304
cellular_automaton,cells2,qwen9b,1,50,0.5926,0.0946,0.0200,0.0198,0.5726,3.052e-05,27,134.0000,12.0000,134.0000,0.0000,0.0000,batch1-2nd-9b,,27,50,16,0,0.0000,0.0000,23,11.0000,1.0000
cellular_automaton,cells2,qwen9b,2,50,0.4400,0.0702,0.0200,0.0198,0.4200,9.537e-07,50,256.0000,12.0000,128.0000,0.0000,0.0000,batch1-2nd-9b,,50,50,21,0,0.0000,0.0000,0,10.5000,1.0000
cellular_automaton,cells2,qwen9b,4,50,0.1200,0.0460,0.0200,0.0198,0.1000,0.0625,50,500.0000,12.0000,125.0000,0.0000,0.0000,batch1-2nd-9b,,50,50,5,0,0.0000,0.0000,0,10.2500,1.0000
cellular_automaton,cells2,qwen9b,6,50,0.0200,0.0198,0.0000,0.0000,0.0200,1.0000,50,744.0000,12.0000,124.0000,0.0000,0.0000,batch1-2nd-9b,,50,50,1,0,0.0000,0.0000,0,10.1667,1.0000
cellular_automaton,cells2,qwen9b,10,50,0.0200,0.0198,0.0000,0.0000,0.0200,1.0000,50,1233.0000,12.0000,123.3000,0.0000,0.0000,batch1-2nd-9b,,50,50,1,0,0.0000,0.0000,0,10.1000,1.0000
cellular_automaton,cells2,qwen9b,14,50,0.0000,0.0000,0.0200,0.0198,-0.0200,1.0000,50,1725.0000,12.0000,123.2143,0.0000,0.0000,batch1-2nd-9b,,50,50,0,1,0.0000,0.0000,0,10.0714,1.0000
cellular_automaton,cells2,ds,1,50,0.7800,0.0586,0.0200,0.0198,0.7600,7.276e-12,50,123.6600,7.0000,123.6600,0.0000,0.0000,batch1-2nd-ds,,50,50,38,0,0.0000,0.0000,0,11.2400,1.1892
cellular_automaton,cells2,ds,2,50,0.5400,0.0705,0.0200,0.0198,0.5200,2.980e-08,50,269.1000,7.0000,134.5500,0.0000,0.0000,batch1-2nd-ds,,50,50,26,0,0.0000,0.0000,0,10.8400,1.3285
cellular_automaton,cells2,ds,4,50,0.3600,0.0679,0.0200,0.0198,0.3400,1.526e-05,50,557.0000,7.0000,139.2500,0.0000,0.0000,batch1-2nd-ds,,50,50,17,0,0.0000,0.0000,0,10.4700,1.3797
cellular_automaton,cells2,ds,6,50,0.2400,0.0604,0.0000,0.0000,0.2400,4.883e-04,50,954.6200,7.0000,159.1033,0.0000,0.0000,batch1-2nd-ds,,50,50,12,0,0.0000,0.0000,0,10.6267,1.5640
cellular_automaton,cells2,ds,10,50,0.0400,0.0277,0.0000,0.0000,0.0400,0.5000,50,1508.4000,7.0000,150.8400,0.0400,0.0000,batch1-2nd-ds,,50,50,2,0,0.0000,0.0400,0,9.8240,1.4001
cellular_automaton,cells2,ds,14,50,0.1200,0.0460,0.0000,0.0000,0.1200,0.0312,50,1934.1400,7.0000,138.1529,0.2000,0.0000,batch1-2nd-ds,,50,50,6,0,0.0000,0.1600,0,8.5986,1.2730
cellular_automaton,cells3,qwen9b,1,50,1.0000,0.0000,0.0200,0.0198,0.9800,3.553e-15,50,371.0000,12.0000,371.0000,0.0000,0.0000,batch1-2nd3-9b,,50,50,49,0,0.0000,0.0000,0,11.0000,1.0000
cellular_automaton,cells3,qwen9b,2,50,0.8400,0.0518,0.0200,0.0198,0.8200,9.095e-13,50,730.0000,12.0000,365.0000,0.0000,0.0000,batch1-2nd3-9b,,50,50,41,0,0.0000,0.0000,0,10.5000,1.0000
cellular_automaton,cells3,qwen9b,3,50,0.8200,0.0543,0.0000,0.0000,0.8200,9.095e-13,50,1089.0000,12.0000,363.0000,0.0000,0.0000,batch1-2nd3-9b,,50,50,41,0,0.0000,0.0000,0,10.3333,1.0000
cellular_automaton,cells3,qwen9b,4,50,0.5800,0.0698,0.0200,0.0198,0.5600,7.451e-09,50,1448.0800,12.0000,362.0200,0.0000,0.0000,batch1-2nd3-9b,,50,50,28,0,0.0000,0.0000,0,10.2500,1.0000
cellular_automaton,cells3,qwen9b,6,50,0.4600,0.0705,0.0000,0.0000,0.4600,2.384e-07,50,2166.0000,12.0000,361.0000,0.0000,0.0000,batch1-2nd3-9b,,50,50,23,0,0.0000,0.0000,0,10.1667,1.0009
cellular_automaton,cells3,qwen9b,10,50,0.1000,0.0424,0.0000,0.0000,0.1000,0.0625,50,3603.0000,12.0000,360.3000,0.0000,0.0000,batch1-2nd3-9b,,50,50,5,0,0.0000,0.0000,0,10.1000,1.0013
cellular_automaton,cells3,ds,1,50,0.9800,0.0198,0.0200,0.0198,0.9600,7.105e-15,50,320.0000,7.0000,320.0000,0.0000,0.0000,batch1-2nd3-ds,,50,50,48,0,0.0000,0.0000,0,11.0000,1.0000
cellular_automaton,cells3,ds,2,50,0.9600,0.0277,0.0200,0.0198,0.9400,1.421e-14,50,630.2000,7.0000,315.1000,0.0000,0.0000,batch1-2nd3-ds,,50,50,47,0,0.0000,0.0000,0,10.5300,0.9953
